For doors: 3, cars: 1, changing door: True, iterations: 10000, win probability: 0.6728
For doors: 270, cars: 180, changing door: True, iterations: 10000, win probability: 0.6761
For doors: 270, cars: 180, changing door: False, iterations: 10000, win probability: 0.6647
For doors: 270, cars: 190, changing door: True, iterations: 10000, win probability: 0.7106
For doors: 270, cars: 190, changing door: False, iterations: 10000, win probability: 0.7017
For doors: 270, cars: 200, changing door: True, iterations: 10000, win probability: 0.7453
For doors: 270, cars: 200, changing door: False, iterations: 10000, win probability: 0.7329
For doors: 270, cars: 210, changing door: True, iterations: 10000, win probability: 0.7768
For doors: 270, cars: 210, changing door: False, iterations: 10000, win probability: 0.7834
For doors: 270, cars: 220, changing door: True, iterations: 10000, win probability: 0.8256
For doors: 270, cars: 220, changing door: False, iterations: 10000, win probability: 0.811
For doors: 270, cars: 230, changing door: True, iterations: 10000, win probability: 0.8484
For doors: 270, cars: 230, changing door: False, iterations: 10000, win probability: 0.8539
For doors: 270, cars: 240, changing door: True, iterations: 10000, win probability: 0.8931
For doors: 270, cars: 240, changing door: False, iterations: 10000, win probability: 0.8881
For doors: 270, cars: 250, changing door: True, iterations: 10000, win probability: 0.9303
For doors: 270, cars: 250, changing door: False, iterations: 10000, win probability: 0.9272
For doors: 270, cars: 260, changing door: True, iterations: 10000, win probability: 0.9658
For doors: 270, cars: 260, changing door: False, iterations: 10000, win probability: 0.9626
For doors: 280, cars: 10, changing door: True, iterations: 10000, win probability: 0.0326
For doors: 280, cars: 10, changing door: False, iterations: 10000, win probability: 0.0369
For doors: 280, cars: 20, changing door: True, iterations: 10000, win probability: 0.0674
For doors: 280, cars: 20, changing door: False, iterations: 10000, win probability: 0.071
For doors: 280, cars: 30, changing door: True, iterations: 10000, win probability: 0.1064
For doors: 280, cars: 30, changing door: False, iterations: 10000, win probability: 0.1072
For doors: 280, cars: 40, changing door: True, iterations: 10000, win probability: 0.1432
For doors: 280, cars: 40, changing door: False, iterations: 10000, win probability: 0.1459
For doors: 280, cars: 50, changing door: True, iterations: 10000, win probability: 0.1818
For doors: 280, cars: 50, changing door: False, iterations: 10000, win probability: 0.1752
For doors: 280, cars: 60, changing door: True, iterations: 10000, win probability: 0.2122
For doors: 280, cars: 60, changing door: False, iterations: 10000, win probability: 0.2155
For doors: 280, cars: 70, changing door: True, iterations: 10000, win probability: 0.252
For doors: 280, cars: 70, changing door: False, iterations: 10000, win probability: 0.2547
For doors: 280, cars: 80, changing door: True, iterations: 10000, win probability: 0.2823
For doors: 280, cars: 80, changing door: False, iterations: 10000, win probability: 0.2803
For doors: 280, cars: 90, changing door: True, iterations: 10000, win probability: 0.3269
For doors: 280, cars: 90, changing door: False, iterations: 10000, win probability: 0.3248
For doors: 280, cars: 100, changing door: True, iterations: 10000, win probability: 0.3581
For doors: 280, cars: 100, changing door: False, iterations: 10000, win probability: 0.3616
For doors: 280, cars: 110, changing door: True, iterations: 10000, win probability: 0.3979
For doors: 280, cars: 110, changing door: False, iterations: 10000, win probability: 0.3857
For doors: 280, cars: 120, changing door: True, iterations: 10000, win probability: 0.4323
For doors: 280, cars: 120, changing door: False, iterations: 10000, win probability: 0.4281
For doors: 280, cars: 130, changing door: True, iterations: 10000, win probability: 0.458
For doors: 280, cars: 130, changing door: False, iterations: 10000, win probability: 0.4688
For doors: 280, cars: 140, changing door: True, iterations: 10000, win probability: 0.5135
For doors: 280, cars: 140, changing door: False, iterations: 10000, win probability: 0.4987
For doors: 280, cars: 150, changing door: True, iterations: 10000, win probability: 0.5335
For doors: 280, cars: 150, changing door: False, iterations: 10000, win probability: 0.5364
For doors: 280, cars: 160, changing door: True, iterations: 10000, win probability: 0.5713
For doors: 280, cars: 160, changing door: False, iterations: 10000, win probability: 0.5788
For doors: 280, cars: 170, changing door: True, iterations: 10000, win probability: 0.6153
For doors: 280, cars: 170, changing door: False, iterations: 10000, win probability: 0.6135
For doors: 280, cars: 180, changing door: True, iterations: 10000, win probability: 0.6369
For doors: 280, cars: 180, changing door: False, iterations: 10000, win probability: 0.6477
For doors: 280, cars: 190, changing door: True, iterations: 10000, win probability: 0.6806
For doors: 280, cars: 190, changing door: False, iterations: 10000, win probability: 0.6828
For doors: 280, cars: 200, changing door: True, iterations: 10000, win probability: 0.7206
For doors: 280, cars: 200, changing door: False, iterations: 10000, win probability: 0.7173
For doors: 280, cars: 210, changing door: True, iterations: 10000, win probability: 0.7545
For doors: 280, cars: 210, changing door: False, iterations: 10000, win probability: 0.7425
For doors: 280, cars: 220, changing door: True, iterations: 10000, win probability: 0.7915
For doors: 280, cars: 220, changing door: False, iterations: 10000, win probability: 0.7888
For doors: 280, cars: 230, changing door: True, iterations: 10000, win probability: 0.818
For doors: 280, cars: 230, changing door: False, iterations: 10000, win probability: 0.8204
For doors: 280, cars: 240, changing door: True, iterations: 10000, win probability: 0.8664
For doors: 280, cars: 240, changing door: False, iterations: 10000, win probability: 0.8538
For doors: 280, cars: 250, changing door: True, iterations: 10000, win probability: 0.8953
For doors: 280, cars: 250, changing door: False, iterations: 10000, win probability: 0.8989
For doors: 280, cars: 260, changing door: True, iterations: 10000, win probability: 0.9336
For doors: 280, cars: 260, changing door: False, iterations: 10000, win probability: 0.9293
For doors: 280, cars: 270, changing door: True, iterations: 10000, win probability: 0.965
For doors: 280, cars: 270, changing door: False, iterations: 10000, win probability: 0.9685
For doors: 290, cars: 10, changing door: True, iterations: 10000, win probability: 0.0344
For doors: 290, cars: 10, changing door: False, iterations: 10000, win probability: 0.0362
For doors: 290, cars: 20, changing door: True, iterations: 10000, win probability: 0.074
For doors: 290, cars: 20, changing door: False, iterations: 10000, win probability: 0.067
For doors: 290, cars: 30, changing door: True, iterations: 10000, win probability: 0.1077
For doors: 290, cars: 30, changing door: False, iterations: 10000, win probability: 0.1006
For doors: 290, cars: 40, changing door: True, iterations: 10000, win probability: 0.1374
For doors: 290, cars: 40, changing door: False, iterations: 10000, win probability: 0.1373
For doors: 290, cars: 50, changing door: True, iterations: 10000, win probability: 0.1738
For doors: 290, cars: 50, changing door: False, iterations: 10000, win probability: 0.1774
For doors: 290, cars: 60, changing door: True, iterations: 10000, win probability: 0.2069
For doors: 290, cars: 60, changing door: False, iterations: 10000, win probability: 0.2038
For doors: 290, cars: 70, changing door: True, iterations: 10000, win probability: 0.243
For doors: 290, cars: 70, changing door: False, iterations: 10000, win probability: 0.243
For doors: 290, cars: 80, changing door: True, iterations: 10000, win probability: 0.2803
For doors: 290, cars: 80, changing door: False, iterations: 10000, win probability: 0.2802
For doors: 290, cars: 90, changing door: True, iterations: 10000, win probability: 0.3154
For doors: 290, cars: 90, changing door: False, iterations: 10000, win probability: 0.314
For doors: 290, cars: 100, changing door: True, iterations: 10000, win probability: 0.3445
For doors: 290, cars: 100, changing door: False, iterations: 10000, win probability: 0.3421
For doors: 290, cars: 110, changing door: True, iterations: 10000, win probability: 0.3818
For doors: 290, cars: 110, changing door: False, iterations: 10000, win probability: 0.3807
For doors: 290, cars: 120, changing door: True, iterations: 10000, win probability: 0.4166
For doors: 290, cars: 120, changing door: False, iterations: 10000, win probability: 0.4201
For doors: 290, cars: 130, changing door: True, iterations: 10000, win probability: 0.4499
For doors: 290, cars: 130, changing door: False, iterations: 10000, win probability: 0.4492
For doors: 290, cars: 140, changing door: True, iterations: 10000, win probability: 0.489
For doors: 290, cars: 140, changing door: False, iterations: 10000, win probability: 0.4788
For doors: 290, cars: 150, changing door: True, iterations: 10000, win probability: 0.5318
For doors: 290, cars: 150, changing door: False, iterations: 10000, win probability: 0.5145
For doors: 290, cars: 160, changing door: True, iterations: 10000, win probability: 0.5475
For doors: 290, cars: 160, changing door: False, iterations: 10000, win probability: 0.551
For doors: 290, cars: 170, changing door: True, iterations: 10000, win probability: 0.5772
For doors: 290, cars: 170, changing door: False, iterations: 10000, win probability: 0.5847
For doors: 290, cars: 180, changing door: True, iterations: 10000, win probability: 0.6154
For doors: 290, cars: 180, changing door: False, iterations: 10000, win probability: 0.6113
For doors: 290, cars: 190, changing door: True, iterations: 10000, win probability: 0.652
For doors: 290, cars: 190, changing door: False, iterations: 10000, win probability: 0.6534
For doors: 290, cars: 200, changing door: True, iterations: 10000, win probability: 0.6875
For doors: 290, cars: 200, changing door: False, iterations: 10000, win probability: 0.688
For doors: 290, cars: 210, changing door: True, iterations: 10000, win probability: 0.728
For doors: 290, cars: 210, changing door: False, iterations: 10000, win probability: 0.7264
For doors: 290, cars: 220, changing door: True, iterations: 10000, win probability: 0.7531
For doors: 290, cars: 220, changing door: False, iterations: 10000, win probability: 0.758
For doors: 290, cars: 230, changing door: True, iterations: 10000, win probability: 0.7985
For doors: 290, cars: 230, changing door: False, iterations: 10000, win probability: 0.7948
For doors: 290, cars: 240, changing door: True, iterations: 10000, win probability: 0.8303
For doors: 290, cars: 240, changing door: False, iterations: 10000, win probability: 0.8301
For doors: 290, cars: 250, changing door: True, iterations: 10000, win probability: 0.8677
For doors: 290, cars: 250, changing door: False, iterations: 10000, win probability: 0.864
For doors: 290, cars: 260, changing door: True, iterations: 10000, win probability: 0.8994
For doors: 290, cars: 260, changing door: False, iterations: 10000, win probability: 0.897
For doors: 290, cars: 270, changing door: True, iterations: 10000, win probability: 0.9347
For doors: 290, cars: 270, changing door: False, iterations: 10000, win probability: 0.9328
For doors: 290, cars: 280, changing door: True, iterations: 10000, win probability: 0.9675
For doors: 290, cars: 280, changing door: False, iterations: 10000, win probability: 0.9634
For doors: 300, cars: 10, changing door: True, iterations: 10000, win probability: 0.029
For doors: 300, cars: 10, changing door: False, iterations: 10000, win probability: 0.0339
For doors: 300, cars: 20, changing door: True, iterations: 10000, win probability: 0.0675
For doors: 300, cars: 20, changing door: False, iterations: 10000, win probability: 0.0656
For doors: 300, cars: 30, changing door: True, iterations: 10000, win probability: 0.1025
For doors: 300, cars: 30, changing door: False, iterations: 10000, win probability: 0.0965
For doors: 300, cars: 40, changing door: True, iterations: 10000, win probability: 0.1405
For doors: 300, cars: 40, changing door: False, iterations: 10000, win probability: 0.1362
For doors: 300, cars: 50, changing door: True, iterations: 10000, win probability: 0.1742
For doors: 300, cars: 50, changing door: False, iterations: 10000, win probability: 0.1657
For doors: 300, cars: 60, changing door: True, iterations: 10000, win probability: 0.2024
For doors: 300, cars: 60, changing door: False, iterations: 10000, win probability: 0.1989
For doors: 300, cars: 70, changing door: True, iterations: 10000, win probability: 0.2377
For doors: 300, cars: 70, changing door: False, iterations: 10000, win probability: 0.2404
For doors: 300, cars: 80, changing door: True, iterations: 10000, win probability: 0.2557
For doors: 300, cars: 80, changing door: False, iterations: 10000, win probability: 0.2735
For doors: 300, cars: 90, changing door: True, iterations: 10000, win probability: 0.3044
For doors: 300, cars: 90, changing door: False, iterations: 10000, win probability: 0.2976
For doors: 300, cars: 100, changing door: True, iterations: 10000, win probability: 0.3337
For doors: 300, cars: 100, changing door: False, iterations: 10000, win probability: 0.3363
For doors: 300, cars: 110, changing door: True, iterations: 10000, win probability: 0.3613
For doors: 300, cars: 110, changing door: False, iterations: 10000, win probability: 0.3669
For doors: 300, cars: 120, changing door: True, iterations: 10000, win probability: 0.3988
For doors: 300, cars: 120, changing door: False, iterations: 10000, win probability: 0.3965
For doors: 300, cars: 130, changing door: True, iterations: 10000, win probability: 0.4314
For doors: 300, cars: 130, changing door: False, iterations: 10000, win probability: 0.4362
For doors: 300, cars: 140, changing door: True, iterations: 10000, win probability: 0.4713
For doors: 300, cars: 140, changing door: False, iterations: 10000, win probability: 0.4646
For doors: 300, cars: 150, changing door: True, iterations: 10000, win probability: 0.4963
For doors: 300, cars: 150, changing door: False, iterations: 10000, win probability: 0.5011
For doors: 300, cars: 160, changing door: True, iterations: 10000, win probability: 0.5259
For doors: 300, cars: 160, changing door: False, iterations: 10000, win probability: 0.5313
For doors: 300, cars: 170, changing door: True, iterations: 10000, win probability: 0.574
For doors: 300, cars: 170, changing door: False, iterations: 10000, win probability: 0.564
For doors: 300, cars: 180, changing door: True, iterations: 10000, win probability: 0.6091
For doors: 300, cars: 180, changing door: False, iterations: 10000, win probability: 0.5961
For doors: 300, cars: 190, changing door: True, iterations: 10000, win probability: 0.6331
For doors: 300, cars: 190, changing door: False, iterations: 10000, win probability: 0.6257
For doors: 300, cars: 200, changing door: True, iterations: 10000, win probability: 0.6751
For doors: 300, cars: 200, changing door: False, iterations: 10000, win probability: 0.6763
For doors: 300, cars: 210, changing door: True, iterations: 10000, win probability: 0.7012
For doors: 300, cars: 210, changing door: False, iterations: 10000, win probability: 0.708
For doors: 300, cars: 220, changing door: True, iterations: 10000, win probability: 0.7405
For doors: 300, cars: 220, changing door: False, iterations: 10000, win probability: 0.7289
For doors: 300, cars: 230, changing door: True, iterations: 10000, win probability: 0.7657
For doors: 300, cars: 230, changing door: False, iterations: 10000, win probability: 0.7727
For doors: 300, cars: 240, changing door: True, iterations: 10000, win probability: 0.8028
For doors: 300, cars: 240, changing door: False, iterations: 10000, win probability: 0.7981
For doors: 300, cars: 250, changing door: True, iterations: 10000, win probability: 0.8337
For doors: 300, cars: 250, changing door: False, iterations: 10000, win probability: 0.8313
For doors: 300, cars: 260, changing door: True, iterations: 10000, win probability: 0.8689
For doors: 300, cars: 260, changing door: False, iterations: 10000, win probability: 0.8604
For doors: 300, cars: 270, changing door: True, iterations: 10000, win probability: 0.9017
For doors: 300, cars: 270, changing door: False, iterations: 10000, win probability: 0.9041
For doors: 300, cars: 280, changing door: True, iterations: 10000, win probability: 0.9362
For doors: 300, cars: 280, changing door: False, iterations: 10000, win probability: 0.9329
For doors: 300, cars: 290, changing door: True, iterations: 10000, win probability: 0.9716
For doors: 300, cars: 290, changing door: False, iterations: 10000, win probability: 0.9666
For doors: 310, cars: 10, changing door: True, iterations: 10000, win probability: 0.0286
For doors: 310, cars: 10, changing door: False, iterations: 10000, win probability: 0.029
For doors: 310, cars: 20, changing door: True, iterations: 10000, win probability: 0.0639
For doors: 310, cars: 20, changing door: False, iterations: 10000, win probability: 0.0645
For doors: 310, cars: 30, changing door: True, iterations: 10000, win probability: 0.0957
For doors: 310, cars: 30, changing door: False, iterations: 10000, win probability: 0.0993
For doors: 310, cars: 40, changing door: True, iterations: 10000, win probability: 0.1343
For doors: 310, cars: 40, changing door: False, iterations: 10000, win probability: 0.1329
For doors: 310, cars: 50, changing door: True, iterations: 10000, win probability: 0.1657
For doors: 310, cars: 50, changing door: False, iterations: 10000, win probability: 0.1675
For doors: 310, cars: 60, changing door: True, iterations: 10000, win probability: 0.1977
For doors: 310, cars: 60, changing door: False, iterations: 10000, win probability: 0.1935
For doors: 310, cars: 70, changing door: True, iterations: 10000, win probability: 0.226
For doors: 310, cars: 70, changing door: False, iterations: 10000, win probability: 0.228
For doors: 310, cars: 80, changing door: True, iterations: 10000, win probability: 0.2648
For doors: 310, cars: 80, changing door: False, iterations: 10000, win probability: 0.2606
For doors: 310, cars: 90, changing door: True, iterations: 10000, win probability: 0.294
For doors: 310, cars: 90, changing door: False, iterations: 10000, win probability: 0.2938
For doors: 310, cars: 100, changing door: True, iterations: 10000, win probability: 0.319
For doors: 310, cars: 100, changing door: False, iterations: 10000, win probability: 0.3283
For doors: 310, cars: 110, changing door: True, iterations: 10000, win probability: 0.351
For doors: 310, cars: 110, changing door: False, iterations: 10000, win probability: 0.3527
For doors: 310, cars: 120, changing door: True, iterations: 10000, win probability: 0.384
For doors: 310, cars: 120, changing door: False, iterations: 10000, win probability: 0.3811
For doors: 310, cars: 130, changing door: True, iterations: 10000, win probability: 0.4248
For doors: 310, cars: 130, changing door: False, iterations: 10000, win probability: 0.4156
For doors: 310, cars: 140, changing door: True, iterations: 10000, win probability: 0.4602
For doors: 310, cars: 140, changing door: False, iterations: 10000, win probability: 0.4534
For doors: 310, cars: 150, changing door: True, iterations: 10000, win probability: 0.4815
For doors: 310, cars: 150, changing door: False, iterations: 10000, win probability: 0.482
For doors: 310, cars: 160, changing door: True, iterations: 10000, win probability: 0.5115
For doors: 310, cars: 160, changing door: False, iterations: 10000, win probability: 0.5171
For doors: 310, cars: 170, changing door: True, iterations: 10000, win probability: 0.5487
For doors: 310, cars: 170, changing door: False, iterations: 10000, win probability: 0.5515
For doors: 310, cars: 180, changing door: True, iterations: 10000, win probability: 0.5769
For doors: 310, cars: 180, changing door: False, iterations: 10000, win probability: 0.5865
For doors: 310, cars: 190, changing door: True, iterations: 10000, win probability: 0.6177
For doors: 310, cars: 190, changing door: False, iterations: 10000, win probability: 0.6199
For doors: 310, cars: 200, changing door: True, iterations: 10000, win probability: 0.6396
For doors: 310, cars: 200, changing door: False, iterations: 10000, win probability: 0.6469
For doors: 310, cars: 210, changing door: True, iterations: 10000, win probability: 0.6912
For doors: 310, cars: 210, changing door: False, iterations: 10000, win probability: 0.6861
For doors: 310, cars: 220, changing door: True, iterations: 10000, win probability: 0.7106
For doors: 310, cars: 220, changing door: False, iterations: 10000, win probability: 0.7166
For doors: 310, cars: 230, changing door: True, iterations: 10000, win probability: 0.7425
For doors: 310, cars: 230, changing door: False, iterations: 10000, win probability: 0.7431
For doors: 310, cars: 240, changing door: True, iterations: 10000, win probability: 0.7787
For doors: 310, cars: 240, changing door: False, iterations: 10000, win probability: 0.7795
For doors: 310, cars: 250, changing door: True, iterations: 10000, win probability: 0.8079
For doors: 310, cars: 250, changing door: False, iterations: 10000, win probability: 0.8039
For doors: 310, cars: 260, changing door: True, iterations: 10000, win probability: 0.8441
For doors: 310, cars: 260, changing door: False, iterations: 10000, win probability: 0.8371
For doors: 310, cars: 270, changing door: True, iterations: 10000, win probability: 0.8709
For doors: 310, cars: 270, changing door: False, iterations: 10000, win probability: 0.8722
For doors: 310, cars: 280, changing door: True, iterations: 10000, win probability: 0.9081
For doors: 310, cars: 280, changing door: False, iterations: 10000, win probability: 0.8987
For doors: 310, cars: 290, changing door: True, iterations: 10000, win probability: 0.9351
For doors: 310, cars: 290, changing door: False, iterations: 10000, win probability: 0.9304
For doors: 310, cars: 300, changing door: True, iterations: 10000, win probability: 0.9671
For doors: 310, cars: 300, changing door: False, iterations: 10000, win probability: 0.9676
For doors: 320, cars: 10, changing door: True, iterations: 10000, win probability: 0.0298
For doors: 320, cars: 10, changing door: False, iterations: 10000, win probability: 0.0303
For doors: 320, cars: 20, changing door: True, iterations: 10000, win probability: 0.063
For doors: 320, cars: 20, changing door: False, iterations: 10000, win probability: 0.0624
For doors: 320, cars: 30, changing door: True, iterations: 10000, win probability: 0.0949
For doors: 320, cars: 30, changing door: False, iterations: 10000, win probability: 0.0912
For doors: 320, cars: 40, changing door: True, iterations: 10000, win probability: 0.1306
For doors: 320, cars: 40, changing door: False, iterations: 10000, win probability: 0.1217
For doors: 320, cars: 50, changing door: True, iterations: 10000, win probability: 0.1549
For doors: 320, cars: 50, changing door: False, iterations: 10000, win probability: 0.157
For doors: 320, cars: 60, changing door: True, iterations: 10000, win probability: 0.1905
For doors: 320, cars: 60, changing door: False, iterations: 10000, win probability: 0.1922
For doors: 320, cars: 70, changing door: True, iterations: 10000, win probability: 0.2193
For doors: 320, cars: 70, changing door: False, iterations: 10000, win probability: 0.2237
For doors: 320, cars: 80, changing door: True, iterations: 10000, win probability: 0.2556
For doors: 320, cars: 80, changing door: False, iterations: 10000, win probability: 0.2471
For doors: 320, cars: 90, changing door: True, iterations: 10000, win probability: 0.2757
For doors: 320, cars: 90, changing door: False, iterations: 10000, win probability: 0.2892
For doors: 320, cars: 100, changing door: True, iterations: 10000, win probability: 0.3142
For doors: 320, cars: 100, changing door: False, iterations: 10000, win probability: 0.3154
For doors: 320, cars: 110, changing door: True, iterations: 10000, win probability: 0.3474
For doors: 320, cars: 110, changing door: False, iterations: 10000, win probability: 0.3453
For doors: 320, cars: 120, changing door: True, iterations: 10000, win probability: 0.3662
For doors: 320, cars: 120, changing door: False, iterations: 10000, win probability: 0.3799
For doors: 320, cars: 130, changing door: True, iterations: 10000, win probability: 0.406
For doors: 320, cars: 130, changing door: False, iterations: 10000, win probability: 0.4096
For doors: 320, cars: 140, changing door: True, iterations: 10000, win probability: 0.4368
For doors: 320, cars: 140, changing door: False, iterations: 10000, win probability: 0.4321
For doors: 320, cars: 150, changing door: True, iterations: 10000, win probability: 0.4701
For doors: 320, cars: 150, changing door: False, iterations: 10000, win probability: 0.473
For doors: 320, cars: 160, changing door: True, iterations: 10000, win probability: 0.5025
For doors: 320, cars: 160, changing door: False, iterations: 10000, win probability: 0.4886
For doors: 320, cars: 170, changing door: True, iterations: 10000, win probability: 0.5284
For doors: 320, cars: 170, changing door: False, iterations: 10000, win probability: 0.5375
For doors: 320, cars: 180, changing door: True, iterations: 10000, win probability: 0.5652
For doors: 320, cars: 180, changing door: False, iterations: 10000, win probability: 0.5626
For doors: 320, cars: 190, changing door: True, iterations: 10000, win probability: 0.5931
For doors: 320, cars: 190, changing door: False, iterations: 10000, win probability: 0.5912
For doors: 320, cars: 200, changing door: True, iterations: 10000, win probability: 0.6271
For doors: 320, cars: 200, changing door: False, iterations: 10000, win probability: 0.6206
For doors: 320, cars: 210, changing door: True, iterations: 10000, win probability: 0.6629
For doors: 320, cars: 210, changing door: False, iterations: 10000, win probability: 0.6526
For doors: 320, cars: 220, changing door: True, iterations: 10000, win probability: 0.6954
For doors: 320, cars: 220, changing door: False, iterations: 10000, win probability: 0.6944
For doors: 320, cars: 230, changing door: True, iterations: 10000, win probability: 0.7199
For doors: 320, cars: 230, changing door: False, iterations: 10000, win probability: 0.7165
For doors: 320, cars: 240, changing door: True, iterations: 10000, win probability: 0.7507
For doors: 320, cars: 240, changing door: False, iterations: 10000, win probability: 0.7502
For doors: 320, cars: 250, changing door: True, iterations: 10000, win probability: 0.7862
For doors: 320, cars: 250, changing door: False, iterations: 10000, win probability: 0.7819
For doors: 320, cars: 260, changing door: True, iterations: 10000, win probability: 0.8217
For doors: 320, cars: 260, changing door: False, iterations: 10000, win probability: 0.812
For doors: 320, cars: 270, changing door: True, iterations: 10000, win probability: 0.8438
For doors: 320, cars: 270, changing door: False, iterations: 10000, win probability: 0.8478
For doors: 320, cars: 280, changing door: True, iterations: 10000, win probability: 0.8766
For doors: 320, cars: 280, changing door: False, iterations: 10000, win probability: 0.8776
For doors: 320, cars: 290, changing door: True, iterations: 10000, win probability: 0.9096
For doors: 320, cars: 290, changing door: False, iterations: 10000, win probability: 0.9051
For doors: 320, cars: 300, changing door: True, iterations: 10000, win probability: 0.9411
For doors: 320, cars: 300, changing door: False, iterations: 10000, win probability: 0.9379
For doors: 320, cars: 310, changing door: True, iterations: 10000, win probability: 0.9725
For doors: 320, cars: 310, changing door: False, iterations: 10000, win probability: 0.9692
For doors: 330, cars: 10, changing door: True, iterations: 10000, win probability: 0.0307
For doors: 330, cars: 10, changing door: False, iterations: 10000, win probability: 0.032
For doors: 330, cars: 20, changing door: True, iterations: 10000, win probability: 0.0656
For doors: 330, cars: 20, changing door: False, iterations: 10000, win probability: 0.0601
For doors: 330, cars: 30, changing door: True, iterations: 10000, win probability: 0.0881
For doors: 330, cars: 30, changing door: False, iterations: 10000, win probability: 0.0916
For doors: 330, cars: 40, changing door: True, iterations: 10000, win probability: 0.1189
For doors: 330, cars: 40, changing door: False, iterations: 10000, win probability: 0.1234
For doors: 330, cars: 50, changing door: True, iterations: 10000, win probability: 0.1465
For doors: 330, cars: 50, changing door: False, iterations: 10000, win probability: 0.1491
For doors: 330, cars: 60, changing door: True, iterations: 10000, win probability: 0.1856
For doors: 330, cars: 60, changing door: False, iterations: 10000, win probability: 0.178
For doors: 330, cars: 70, changing door: True, iterations: 10000, win probability: 0.2093
For doors: 330, cars: 70, changing door: False, iterations: 10000, win probability: 0.2058
For doors: 330, cars: 80, changing door: True, iterations: 10000, win probability: 0.2492
For doors: 330, cars: 80, changing door: False, iterations: 10000, win probability: 0.2351
For doors: 330, cars: 90, changing door: True, iterations: 10000, win probability: 0.2784
For doors: 330, cars: 90, changing door: False, iterations: 10000, win probability: 0.2733
For doors: 330, cars: 100, changing door: True, iterations: 10000, win probability: 0.3058
For doors: 330, cars: 100, changing door: False, iterations: 10000, win probability: 0.3076
For doors: 330, cars: 110, changing door: True, iterations: 10000, win probability: 0.3334
For doors: 330, cars: 110, changing door: False, iterations: 10000, win probability: 0.3387
For doors: 330, cars: 120, changing door: True, iterations: 10000, win probability: 0.3668
For doors: 330, cars: 120, changing door: False, iterations: 10000, win probability: 0.3493
For doors: 330, cars: 130, changing door: True, iterations: 10000, win probability: 0.398
For doors: 330, cars: 130, changing door: False, iterations: 10000, win probability: 0.3975
For doors: 330, cars: 140, changing door: True, iterations: 10000, win probability: 0.4187
For doors: 330, cars: 140, changing door: False, iterations: 10000, win probability: 0.4247
For doors: 330, cars: 150, changing door: True, iterations: 10000, win probability: 0.4541
For doors: 330, cars: 150, changing door: False, iterations: 10000, win probability: 0.4594
For doors: 330, cars: 160, changing door: True, iterations: 10000, win probability: 0.4994
For doors: 330, cars: 160, changing door: False, iterations: 10000, win probability: 0.4907
For doors: 330, cars: 170, changing door: True, iterations: 10000, win probability: 0.5148
For doors: 330, cars: 170, changing door: False, iterations: 10000, win probability: 0.52
For doors: 330, cars: 180, changing door: True, iterations: 10000, win probability: 0.5481
For doors: 330, cars: 180, changing door: False, iterations: 10000, win probability: 0.5422
For doors: 330, cars: 190, changing door: True, iterations: 10000, win probability: 0.5809
For doors: 330, cars: 190, changing door: False, iterations: 10000, win probability: 0.574
For doors: 330, cars: 200, changing door: True, iterations: 10000, win probability: 0.6024
For doors: 330, cars: 200, changing door: False, iterations: 10000, win probability: 0.5981
For doors: 330, cars: 210, changing door: True, iterations: 10000, win probability: 0.6481
For doors: 330, cars: 210, changing door: False, iterations: 10000, win probability: 0.6332
For doors: 330, cars: 220, changing door: True, iterations: 10000, win probability: 0.6724
For doors: 330, cars: 220, changing door: False, iterations: 10000, win probability: 0.6714
For doors: 330, cars: 230, changing door: True, iterations: 10000, win probability: 0.7021
For doors: 330, cars: 230, changing door: False, iterations: 10000, win probability: 0.698
For doors: 330, cars: 240, changing door: True, iterations: 10000, win probability: 0.7294
For doors: 330, cars: 240, changing door: False, iterations: 10000, win probability: 0.7207
For doors: 330, cars: 250, changing door: True, iterations: 10000, win probability: 0.7521
For doors: 330, cars: 250, changing door: False, iterations: 10000, win probability: 0.7555
For doors: 330, cars: 260, changing door: True, iterations: 10000, win probability: 0.7922
For doors: 330, cars: 260, changing door: False, iterations: 10000, win probability: 0.7817
For doors: 330, cars: 270, changing door: True, iterations: 10000, win probability: 0.8166
For doors: 330, cars: 270, changing door: False, iterations: 10000, win probability: 0.8205
For doors: 330, cars: 280, changing door: True, iterations: 10000, win probability: 0.8492
For doors: 330, cars: 280, changing door: False, iterations: 10000, win probability: 0.8476
For doors: 330, cars: 290, changing door: True, iterations: 10000, win probability: 0.8832
For doors: 330, cars: 290, changing door: False, iterations: 10000, win probability: 0.8737
For doors: 330, cars: 300, changing door: True, iterations: 10000, win probability: 0.9185
For doors: 330, cars: 300, changing door: False, iterations: 10000, win probability: 0.9138
For doors: 330, cars: 310, changing door: True, iterations: 10000, win probability: 0.9385
For doors: 330, cars: 310, changing door: False, iterations: 10000, win probability: 0.9414
For doors: 330, cars: 320, changing door: True, iterations: 10000, win probability: 0.9719
For doors: 330, cars: 320, changing door: False, iterations: 10000, win probability: 0.9678
For doors: 340, cars: 10, changing door: True, iterations: 10000, win probability: 0.0305
For doors: 340, cars: 10, changing door: False, iterations: 10000, win probability: 0.0305
For doors: 340, cars: 20, changing door: True, iterations: 10000, win probability: 0.0647
For doors: 340, cars: 20, changing door: False, iterations: 10000, win probability: 0.0566
For doors: 340, cars: 30, changing door: True, iterations: 10000, win probability: 0.0884
For doors: 340, cars: 30, changing door: False, iterations: 10000, win probability: 0.0908
